ticker,call_date,maec_folder,text_path,reporting_period_end_q,reporting_period_end_a,reporting_period_end,q_consensus_statpers,q_consensus_n_analysts,q_consensus_eps_mean,q_consensus_eps_median,q_consensus_eps_stdev,q_consensus_eps_high,q_consensus_eps_low,q_actual_eps,q_actual_announcement_date,a_consensus_statpers,a_consensus_n_analysts,a_consensus_eps_mean,a_consensus_eps_median,a_consensus_eps_stdev,a_consensus_eps_high,a_consensus_eps_low,a_actual_eps,a_actual_announcement_date,reporting_fy_int,current_fy_label,next_fy_label,cur_guidance_ebitda,cur_guidance_eps_excl,cur_guidance_eps_excl_high,cur_guidance_eps_excl_low,cur_guidance_revenue,cur_guidance_revenue_high,cur_guidance_revenue_low,next_guidance_ebitda,next_guidance_eps_excl,next_guidance_eps_excl_high,next_guidance_eps_excl_low,next_guidance_revenue,next_guidance_revenue_high,next_guidance_revenue_low,guidance_eps_midpoint,qtr_surprise_vs_consensus,qtr_beat_consensus,ann_surprise_vs_consensus,ann_beat_consensus,ann_surprise_vs_guidance,ann_beat_guidance_midpoint,annual_actual_in_guidance_range
ES,2017-05-04,20170504_ES,raw_data/transcripts/maec/MAEC_Dataset/20170504_ES/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
ESE,2015-05-05,20150505_ESE,raw_data/transcripts/maec/MAEC_Dataset/20150505_ESE/text.txt,2015-03-31,2014-09-30,2015-03-31,2015-04-16,6.0,0.3,0.3,0.02,0.32,0.28,0.33,2015-05-05,2014-10-16,5.0,1.59,1.6,0.01,1.61,1.58,1.65,2014-11-13,2014.0,FY2014,FY2015,,1.6,1.6,1.6,534.19,539.0869,529.28532,,1.725,1.75,1.7,549.71,557.676,541.7424,1.6,0.030000000000000027,True,0.05999999999999983,True,0.04999999999999982,True,False
ESE,2015-08-10,20150810_ESE,raw_data/transcripts/maec/MAEC_Dataset/20150810_ESE/text.txt,2015-06-30,2014-09-30,2015-06-30,2015-07-16,6.0,0.41,0.41,0.01,0.43,0.39,0.41,2015-08-10,2014-10-16,5.0,1.59,1.6,0.01,1.61,1.58,1.65,2014-11-13,2014.0,FY2014,FY2015,,1.6,1.6,1.6,534.19,539.0869,529.28532,,1.725,1.75,1.7,549.71,557.676,541.7424,1.6,0.0,False,0.05999999999999983,True,0.04999999999999982,True,False
ESE,2016-02-09,20160209_ESE,raw_data/transcripts/maec/MAEC_Dataset/20160209_ESE/text.txt,2015-12-31,2015-09-30,2015-12-31,2016-01-14,6.0,0.36,0.36,0.01,0.37,0.35,0.47,2016-02-09,2015-10-15,6.0,1.72,1.71,0.02,1.75,1.7,1.59,2015-11-12,2015.0,FY2015,FY2016,,1.725,1.75,1.7,549.71,557.676,541.7424,,1.985,2.02,1.95,,,,1.725,0.10999999999999999,True,-0.1299999999999999,False,-0.135,False,False
ESE,2016-05-03,20160503_ESE,raw_data/transcripts/maec/MAEC_Dataset/20160503_ESE/text.txt,2016-03-31,2015-09-30,2016-03-31,2016-04-14,6.0,0.35,0.35,0.01,0.36,0.34,0.4,2016-05-03,2015-10-15,6.0,1.72,1.71,0.02,1.75,1.7,1.59,2015-11-12,2015.0,FY2015,FY2016,,1.725,1.75,1.7,549.71,557.676,541.7424,,1.985,2.02,1.95,,,,1.725,0.050000000000000044,True,-0.1299999999999999,False,-0.135,False,False
ESE,2016-08-02,20160802_ESE,raw_data/transcripts/maec/MAEC_Dataset/20160802_ESE/text.txt,2016-06-30,2015-09-30,2016-06-30,2016-07-14,6.0,0.43,0.45,0.03,0.45,0.38,0.49,2016-08-02,2015-10-15,6.0,1.72,1.71,0.02,1.75,1.7,1.59,2015-11-12,2015.0,FY2015,FY2016,,1.725,1.75,1.7,549.71,557.676,541.7424,,1.985,2.02,1.95,,,,1.725,0.06,True,-0.1299999999999999,False,-0.135,False,False
ESE,2017-02-07,20170207_ESE,raw_data/transcripts/maec/MAEC_Dataset/20170207_ESE/text.txt,2016-12-31,2016-09-30,2016-12-31,2017-01-19,3.0,0.43,0.43,0.05,0.48,0.38,0.41,2017-02-07,2016-10-20,3.0,2.0,2.0,0.03,2.02,1.97,2.0,2016-11-14,2016.0,FY2016,FY2017,,1.985,2.02,1.95,,,,122.0,,,,691.459,691.459,691.459,1.9849999999999999,-0.020000000000000018,False,0.0,False,0.015000000000000124,True,True
ESE,2017-05-04,20170504_ESE,raw_data/transcripts/maec/MAEC_Dataset/20170504_ESE/text.txt,2017-03-31,2016-09-30,2017-03-31,2017-04-20,2.0,0.42,0.42,0.0,0.42,0.42,0.43,2017-05-04,2016-10-20,3.0,2.0,2.0,0.03,2.02,1.97,2.0,2016-11-14,2016.0,FY2016,FY2017,,1.985,2.02,1.95,,,,122.0,,,,691.459,691.459,691.459,1.9849999999999999,0.010000000000000009,True,0.0,False,0.015000000000000124,True,True
ESE,2017-11-14,20171114_ESE,raw_data/transcripts/maec/MAEC_Dataset/20171114_ESE/text.txt,2017-09-30,2017-09-30,2017-09-30,2017-10-19,3.0,0.74,0.75,0.02,0.75,0.72,0.74,2017-11-14,2017-10-19,2.0,2.08,2.08,0.0,2.08,2.08,2.07,2017-11-14,2017.0,FY2017,FY2018,122.0,,,,691.459,691.459,691.459,142.0,2.7,2.75,2.65,774.8862,774.8862,774.8862,,0.0,False,-0.010000000000000231,False,,,
ESE,2018-02-06,20180206_ESE,raw_data/transcripts/maec/MAEC_Dataset/20180206_ESE/text.txt,2017-12-31,2017-09-30,2017-12-31,2018-01-18,4.0,0.39,0.4,0.07,0.46,0.32,0.33,2018-02-06,2017-10-19,2.0,2.08,2.08,0.0,2.08,2.08,2.07,2017-11-14,2017.0,FY2017,FY2018,122.0,,,,691.459,691.459,691.459,142.0,2.7,2.75,2.65,774.8862,774.8862,774.8862,,-0.06,False,-0.010000000000000231,False,,,
ESE,2018-05-08,20180508_ESE,raw_data/transcripts/maec/MAEC_Dataset/20180508_ESE/text.txt,2018-03-31,2017-09-30,2018-03-31,2018-04-19,4.0,0.4,0.4,0.01,0.41,0.39,0.48,2018-05-08,2017-10-19,2.0,2.08,2.08,0.0,2.08,2.08,2.07,2017-11-14,2017.0,FY2017,FY2018,122.0,,,,691.459,691.459,691.459,142.0,2.7,2.75,2.65,774.8862,774.8862,774.8862,,0.07999999999999996,True,-0.010000000000000231,False,,,
ESL,2015-03-05,20150305_ESL,raw_data/transcripts/maec/MAEC_Dataset/20150305_ESL/text.txt,2015-01-31,2014-10-31,2015-01-31,2015-01-15,7.0,1.28,1.3,0.15,1.5,1.01,,,2014-11-20,8.0,5.6,5.61,0.07,5.71,5.48,,,2014.0,FY2014,FY2015,,,,,10845.105,10896.024,10794.192,,,,,11352.605,11407.448,11297.761,,,,,,,,
ESL,2015-11-19,20151119_ESL,raw_data/transcripts/maec/MAEC_Dataset/20151119_ESL/text.txt,2015-10-31,2015-10-31,2015-10-31,2014-12-18,5.0,1.2,1.11,0.25,1.62,1.0,,,2015-01-15,3.0,6.27,6.35,0.52,6.75,5.71,,,2015.0,FY2015,FY2016,,,,,11352.605,11407.448,11297.761,,,,,11265.52,11319.42,11211.62,,,,,,,,
ESL,2016-08-04,20160804_ESL,raw_data/transcripts/maec/MAEC_Dataset/20160804_ESL/text.txt,2016-06-30,2015-10-31,2016-06-30,2016-07-14,10.0,1.29,1.31,0.11,1.43,1.04,1.38,2016-08-04,2015-01-15,3.0,6.27,6.35,0.52,6.75,5.71,,,2015.0,FY2015,FY2016,,,,,11352.605,11407.448,11297.761,,,,,11265.52,11319.42,11211.62,,0.08999999999999986,True,,,,,
ESRX,2016-04-26,20160426_ESRX,raw_data/transcripts/maec/MAEC_Dataset/20160426_ESRX/text.txt,2016-03-31,2015-12-31,2016-03-31,2016-04-14,22.0,1.22,1.21,0.05,1.41,1.2,1.22,2016-04-25,2016-01-14,24.0,5.53,5.53,0.01,5.55,5.51,5.53,2016-02-16,2015.0,FY2015,FY2016,7050.0,,,,,,,7280.0,,,,,,,,0.0,False,0.0,False,,,
ESRX,2017-02-15,20170215_ESRX,raw_data/transcripts/maec/MAEC_Dataset/20170215_ESRX/text.txt,2016-12-31,2016-12-31,2016-12-31,2017-01-19,21.0,1.87,1.87,0.01,1.89,1.85,1.88,2017-02-14,2017-01-19,24.0,6.39,6.39,0.01,6.41,6.36,6.39,2017-02-14,2016.0,FY2016,FY2017,7280.0,,,,,,,7410.0,,,,,,,,0.009999999999999787,True,0.0,False,,,
ESV,2016-10-27,20161027_ESV,raw_data/transcripts/maec/MAEC_Dataset/20161027_ESV/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
ETFC,2016-01-21,20160121_ETFC,raw_data/transcripts/maec/MAEC_Dataset/20160121_ETFC/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
ETFC,2016-04-21,20160421_ETFC,raw_data/transcripts/maec/MAEC_Dataset/20160421_ETFC/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
ETH,2016-04-25,20160425_ETH,raw_data/transcripts/maec/MAEC_Dataset/20160425_ETH/text.txt,2016-03-31,2015-06-30,2016-03-31,2016-04-14,7.0,0.3,0.31,0.03,0.33,0.26,0.34,2016-04-25,2015-07-16,9.0,1.4,1.42,0.04,1.44,1.3,1.41,2015-07-28,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.040000000000000036,True,0.010000000000000009,True,,,
ETN,2016-02-03,20160203_ETN,raw_data/transcripts/maec/MAEC_Dataset/20160203_ETN/text.txt,2015-12-31,2015-12-31,2015-12-31,2016-01-14,24.0,1.1,1.1,0.03,1.15,1.05,1.17,2016-02-03,2016-01-14,28.0,4.24,4.24,0.03,4.3,4.19,4.3,2016-02-03,2015.0,FY2015,FY2016,,4.25,4.3,4.2,,,,,4.2,4.25,4.15,,,,4.25,0.06999999999999984,True,0.05999999999999961,True,0.04999999999999982,True,True
ETN,2016-08-02,20160802_ETN,raw_data/transcripts/maec/MAEC_Dataset/20160802_ETN/text.txt,2016-06-30,2015-12-31,2016-06-30,2016-07-14,23.0,1.07,1.07,0.02,1.1,1.03,1.07,2016-08-02,2016-01-14,28.0,4.24,4.24,0.03,4.3,4.19,4.3,2016-02-03,2015.0,FY2015,FY2016,,4.25,4.3,4.2,,,,,4.2,4.25,4.15,,,,4.25,0.0,False,0.05999999999999961,True,0.04999999999999982,True,True
ETR,2015-11-02,20151102_ETR,raw_data/transcripts/maec/MAEC_Dataset/20151102_ETR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
ETR,2016-04-26,20160426_ETR,raw_data/transcripts/maec/MAEC_Dataset/20160426_ETR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
ETR,2016-08-02,20160802_ETR,raw_data/transcripts/maec/MAEC_Dataset/20160802_ETR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EV,2016-02-24,20160224_EV,raw_data/transcripts/maec/MAEC_Dataset/20160224_EV/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EV,2016-05-25,20160525_EV,raw_data/transcripts/maec/MAEC_Dataset/20160525_EV/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EV,2017-02-22,20170222_EV,raw_data/transcripts/maec/MAEC_Dataset/20170222_EV/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EVR,2015-11-02,20151102_EVR,raw_data/transcripts/maec/MAEC_Dataset/20151102_EVR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EVR,2016-04-27,20160427_EVR,raw_data/transcripts/maec/MAEC_Dataset/20160427_EVR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EVR,2016-07-27,20160727_EVR,raw_data/transcripts/maec/MAEC_Dataset/20160727_EVR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EXC,2015-10-30,20151030_EXC,raw_data/transcripts/maec/MAEC_Dataset/20151030_EXC/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EXP,2016-05-19,20160519_EXP,raw_data/transcripts/maec/MAEC_Dataset/20160519_EXP/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EXP,2016-10-24,20161024_EXP,raw_data/transcripts/maec/MAEC_Dataset/20161024_EXP/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EXPE,2016-07-28,20160728_EXPE,raw_data/transcripts/maec/MAEC_Dataset/20160728_EXPE/text.txt,2016-06-30,2015-12-31,2016-06-30,2016-07-14,26.0,0.77,0.77,0.17,1.19,0.45,0.83,2016-07-28,2016-01-14,12.0,3.99,4.07,0.3,4.25,3.18,3.7,2016-02-10,2015.0,FY2015,FY2016,,,,,,,,1544.355,,,,,,,,0.05999999999999994,True,-0.29000000000000004,False,,,
EXPO,2015-04-22,20150422_EXPO,raw_data/transcripts/maec/MAEC_Dataset/20150422_EXPO/text.txt,2015-03-31,2014-09-30,2015-03-31,2015-03-19,2.0,0.29,0.29,0.03,0.31,0.27,0.09,2015-04-16,2014-09-18,1.0,0.94,0.94,,0.94,0.94,0.93,2014-10-16,2014.0,FY2014,FY2015,68.71835,,,,285.64,288.44429,282.84343,73.75,,,,294.995,297.88527,292.10109,,-0.19999999999999998,False,-0.009999999999999898,False,,,
EXPO,2015-07-21,20150721_EXPO,raw_data/transcripts/maec/MAEC_Dataset/20150721_EXPO/text.txt,2015-06-30,2014-09-30,2015-06-30,2015-06-18,2.0,0.48,0.48,0.13,0.57,0.38,0.32,2015-07-16,2014-09-18,1.0,0.94,0.94,,0.94,0.94,0.93,2014-10-16,2014.0,FY2014,FY2015,68.71835,,,,285.64,288.44429,282.84343,73.75,,,,294.995,297.88527,292.10109,,-0.15999999999999998,False,-0.009999999999999898,False,,,
EXPO,2015-10-21,20151021_EXPO,raw_data/transcripts/maec/MAEC_Dataset/20151021_EXPO/text.txt,2015-09-30,2015-09-30,2015-09-30,2015-10-15,2.0,0.48,0.48,0.07,0.53,0.43,0.5,2015-10-22,2015-10-15,2.0,1.13,1.13,0.08,1.18,1.07,1.13,2015-10-22,2015.0,FY2015,FY2016,73.75,,,,294.995,297.88527,292.10109,75.355,,,,295.705,295.705,295.705,,0.020000000000000018,True,0.0,False,,,
EXPO,2016-02-03,20160203_EXPO,raw_data/transcripts/maec/MAEC_Dataset/20160203_EXPO/text.txt,2015-12-31,2015-09-30,2015-12-31,2016-01-14,2.0,0.35,0.35,0.08,0.41,0.29,0.36,2016-01-21,2015-10-15,2.0,1.13,1.13,0.08,1.18,1.07,1.13,2015-10-22,2015.0,FY2015,FY2016,73.75,,,,294.995,297.88527,292.10109,75.355,,,,295.705,295.705,295.705,,0.010000000000000009,True,0.0,False,,,
EXPO,2016-10-19,20161019_EXPO,raw_data/transcripts/maec/MAEC_Dataset/20161019_EXPO/text.txt,2016-09-30,2016-09-30,2016-09-30,2016-09-15,3.0,0.61,0.6,0.02,0.63,0.59,0.6,2016-10-20,2016-09-15,2.0,2.04,2.04,0.01,2.04,2.03,2.05,2016-10-20,2016.0,FY2016,FY2017,75.355,,,,295.705,295.705,295.705,75.53999999999999,,,,323.13,326.12473,320.14079,,-0.010000000000000009,False,0.009999999999999787,True,,,
EXPO,2017-04-19,20170419_EXPO,raw_data/transcripts/maec/MAEC_Dataset/20170419_EXPO/text.txt,2017-03-31,2016-09-30,2017-03-31,2017-03-16,2.0,0.48,0.48,0.16,0.59,0.36,0.39,2017-04-20,2016-09-15,2.0,2.04,2.04,0.01,2.04,2.03,2.05,2016-10-20,2016.0,FY2016,FY2017,75.355,,,,295.705,295.705,295.705,75.53999999999999,,,,323.13,326.12473,320.14079,,-0.08999999999999997,False,0.009999999999999787,True,,,
EXPO,2017-07-18,20170718_EXPO,raw_data/transcripts/maec/MAEC_Dataset/20170718_EXPO/text.txt,2017-06-30,2016-09-30,2017-06-30,2017-06-15,3.0,0.56,0.56,0.05,0.6,0.51,0.36,2017-07-20,2016-09-15,2.0,2.04,2.04,0.01,2.04,2.03,2.05,2016-10-20,2016.0,FY2016,FY2017,75.355,,,,295.705,295.705,295.705,75.53999999999999,,,,323.13,326.12473,320.14079,,-0.20000000000000007,False,0.009999999999999787,True,,,
EXPO,2018-04-19,20180419_EXPO,raw_data/transcripts/maec/MAEC_Dataset/20180419_EXPO/text.txt,2018-03-31,2017-09-30,2018-03-31,2018-03-15,3.0,0.4,0.42,0.03,0.42,0.37,0.31,2018-04-23,2017-09-14,3.0,1.38,1.38,0.01,1.38,1.37,1.18,2017-10-19,2017.0,FY2017,FY2018,75.53999999999999,,,,323.13,326.12473,320.14079,96.13,,,,356.035,359.33376,352.74048,,-0.09000000000000002,False,-0.19999999999999996,False,,,
EXPR,2015-12-03,20151203_EXPR,raw_data/transcripts/maec/MAEC_Dataset/20151203_EXPR/text.txt,2015-10-31,2015-01-31,2015-10-31,2015-11-19,18.0,5.79,5.8,0.22,6.2,5.4,6.2,2015-12-03,2015-02-19,16.0,15.38,15.4,0.12,15.6,15.2,16.2,2015-03-11,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.41000000000000014,True,0.8199999999999985,True,,,
EXPR,2016-03-09,20160309_EXPR,raw_data/transcripts/maec/MAEC_Dataset/20160309_EXPR/text.txt,2016-01-31,2016-01-31,2016-01-31,2016-02-18,16.0,12.91,13.0,0.15,13.2,12.6,13.4,2016-03-09,2016-02-18,16.0,28.45,28.4,0.19,28.8,28.2,29.0,2016-03-09,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.4900000000000002,True,0.5500000000000007,True,,,
EXPR,2016-05-25,20160525_EXPR,raw_data/transcripts/maec/MAEC_Dataset/20160525_EXPR/text.txt,2016-04-30,2016-01-31,2016-04-30,2016-05-19,18.0,5.41,5.4,0.16,5.6,5.0,5.0,2016-05-25,2016-02-18,16.0,28.45,28.4,0.19,28.8,28.2,29.0,2016-03-09,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,-0.41000000000000014,False,0.5500000000000007,True,,,
EXR,2016-07-28,20160728_EXR,raw_data/transcripts/maec/MAEC_Dataset/20160728_EXR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EXR,2017-02-22,20170222_EXR,raw_data/transcripts/maec/MAEC_Dataset/20170222_EXR/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EXTN,2018-02-27,20180227_EXTN,raw_data/transcripts/maec/MAEC_Dataset/20180227_EXTN/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EXTN,2018-05-03,20180503_EXTN,raw_data/transcripts/maec/MAEC_Dataset/20180503_EXTN/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
EZPW,2016-05-10,20160510_EZPW,raw_data/transcripts/maec/MAEC_Dataset/20160510_EZPW/text.txt,2016-03-31,2015-09-30,2016-03-31,2016-04-14,4.0,-0.07,-0.09,0.06,0.02,-0.13,-0.07,2016-05-09,2015-12-17,5.0,1.05,1.1,0.33,1.4,0.5,-0.58,2015-12-24,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.0,False,-1.63,False,,,
EZPW,2017-02-03,20170203_EZPW,raw_data/transcripts/maec/MAEC_Dataset/20170203_EZPW/text.txt,2016-12-31,2016-09-30,2016-12-31,2017-01-19,4.0,0.17,0.17,0.03,0.2,0.13,0.15,2017-02-02,2016-11-17,1.0,-1.57,-1.57,,-1.57,-1.57,-1.49,2016-12-07,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,-0.020000000000000018,False,0.08000000000000007,True,,,
EZPW,2017-08-01,20170801_EZPW,raw_data/transcripts/maec/MAEC_Dataset/20170801_EZPW/text.txt,2017-06-30,2016-09-30,2017-06-30,2017-07-20,4.0,0.1,0.1,0.01,0.11,0.08,0.1,2017-07-31,2016-11-17,1.0,-1.57,-1.57,,-1.57,-1.57,-1.49,2016-12-07,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,0.0,False,0.08000000000000007,True,,,
FAF,2015-04-23,20150423_FAF,raw_data/transcripts/maec/MAEC_Dataset/20150423_FAF/text.txt,2015-03-31,2014-12-31,2015-03-31,2015-04-16,9.0,0.3,0.3,0.03,0.35,0.24,0.35,2015-04-23,2015-01-15,7.0,1.92,1.94,0.08,2.04,1.79,2.12,2015-02-12,2014.0,FY2014,FY2015,,,,,,,,,,,,,,,,0.04999999999999999,True,0.20000000000000018,True,,,
FAF,2015-10-22,20151022_FAF,raw_data/transcripts/maec/MAEC_Dataset/20151022_FAF/text.txt,2015-09-30,2014-12-31,2015-09-30,2015-10-15,9.0,0.74,0.73,0.04,0.82,0.7,0.71,2015-10-22,2015-01-15,7.0,1.92,1.94,0.08,2.04,1.79,2.12,2015-02-12,2014.0,FY2014,FY2015,,,,,,,,,,,,,,,,-0.030000000000000027,False,0.20000000000000018,True,,,
FAF,2016-02-11,20160211_FAF,raw_data/transcripts/maec/MAEC_Dataset/20160211_FAF/text.txt,2015-12-31,2015-12-31,2015-12-31,2016-01-14,9.0,0.67,0.68,0.02,0.7,0.64,0.78,2016-02-11,2016-01-14,7.0,2.56,2.56,0.02,2.58,2.52,2.67,2016-02-11,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.10999999999999999,True,0.10999999999999988,True,,,
FAF,2016-10-20,20161020_FAF,raw_data/transcripts/maec/MAEC_Dataset/20161020_FAF/text.txt,2016-09-30,2015-12-31,2016-09-30,2016-09-15,9.0,0.88,0.86,0.05,0.99,0.82,0.91,2016-10-20,2016-01-14,7.0,2.56,2.56,0.02,2.58,2.52,2.67,2016-02-11,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.030000000000000027,True,0.10999999999999988,True,,,
FARO,2016-02-24,20160224_FARO,raw_data/transcripts/maec/MAEC_Dataset/20160224_FARO/text.txt,2015-12-31,2015-12-31,2015-12-31,2016-02-18,7.0,0.32,0.33,0.05,0.39,0.26,0.52,2016-02-24,2016-02-18,7.0,0.56,0.55,0.05,0.62,0.48,0.74,2016-02-24,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.2,True,0.17999999999999994,True,,,
FARO,2016-05-04,20160504_FARO,raw_data/transcripts/maec/MAEC_Dataset/20160504_FARO/text.txt,2016-03-31,2015-12-31,2016-03-31,2016-04-14,7.0,0.04,0.05,0.05,0.08,-0.05,0.19,2016-05-03,2016-02-18,7.0,0.56,0.55,0.05,0.62,0.48,0.74,2016-02-24,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.15,True,0.17999999999999994,True,,,
FARO,2017-02-23,20170223_FARO,raw_data/transcripts/maec/MAEC_Dataset/20170223_FARO/text.txt,2016-12-31,2016-12-31,2016-12-31,2017-02-16,6.0,0.35,0.34,0.06,0.46,0.28,0.21,2017-02-22,2017-02-16,7.0,0.79,0.8,0.07,0.92,0.7,0.67,2017-02-22,2016.0,FY2016,FY2017,,,,,,,,,,,,,,,,-0.13999999999999999,False,-0.12,False,,,
FAST,2015-07-14,20150714_FAST,raw_data/transcripts/maec/MAEC_Dataset/20150714_FAST/text.txt,2015-06-30,2014-12-31,2015-06-30,2015-06-18,12.0,0.12,0.12,0.0,0.12,0.11,0.12,2015-07-14,2014-12-18,16.0,0.42,0.41,0.0,0.42,0.41,0.415,2015-01-15,2014.0,FY2014,FY2015,,,,,,,,,,,,,,,,0.0,False,-0.0050000000000000044,False,,,
FAST,2016-04-12,20160412_FAST,raw_data/transcripts/maec/MAEC_Dataset/20160412_FAST/text.txt,2016-03-31,2015-12-31,2016-03-31,2016-03-17,13.0,0.11,0.11,0.0,0.11,0.1,0.11,2016-04-12,2016-01-14,16.0,0.45,0.44,0.0,0.45,0.44,0.4425,2016-01-15,2015.0,FY2015,FY2016,,,,,,,,,,,,,,,,0.0,False,-0.007500000000000007,False,,,
FB,2017-11-01,20171101_FB,raw_data/transcripts/maec/MAEC_Dataset/20171101_FB/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
FBHS,2016-02-03,20160203_FBHS,raw_data/transcripts/maec/MAEC_Dataset/20160203_FBHS/text.txt,2015-12-31,2015-12-31,2015-12-31,2016-01-14,15.0,0.55,0.55,0.01,0.57,0.53,0.56,2016-02-03,2016-01-14,19.0,2.06,2.06,0.01,2.08,2.05,2.07,2016-02-03,2015.0,FY2015,FY2016,,,,,4595.57,4615.64,4575.504,,,,,5014.445,5037.34,4991.546,,0.010000000000000009,True,0.009999999999999787,True,,,
FCF,2015-07-29,20150729_FCF,raw_data/transcripts/maec/MAEC_Dataset/20150729_FCF/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
FCF,2016-04-27,20160427_FCF,raw_data/transcripts/maec/MAEC_Dataset/20160427_FCF/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
FCF,2016-10-26,20161026_FCF,raw_data/transcripts/maec/MAEC_Dataset/20161026_FCF/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
FCF,2017-04-26,20170426_FCF,raw_data/transcripts/maec/MAEC_Dataset/20170426_FCF/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
FCF,2017-07-26,20170726_FCF,raw_data/transcripts/maec/MAEC_Dataset/20170726_FCF/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
FCF,2018-01-24,20180124_FCF,raw_data/transcripts/maec/MAEC_Dataset/20180124_FCF/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
FCF,2018-04-25,20180425_FCF,raw_data/transcripts/maec/MAEC_Dataset/20180425_FCF/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
FCN,2016-02-25,20160225_FCN,raw_data/transcripts/maec/MAEC_Dataset/20160225_FCN/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
FCN,2016-10-27,20161027_FCN,raw_data/transcripts/maec/MAEC_Dataset/20161027_FCN/text.txt,,,,,,,,,,,,,,,,,,,,,,,FY<NA>,FY<NA>,,,,,,,,,,,,,,,,,,,,,,
